product_id,product_category_name_english,product_weight,product_dimension_m³,product_mass,avg_delay_in_days
588e30c9b715a9158d6431ae94c25fea,fashion_underwear_beach,0.2000,0.0270,0.13500000,NULL
9a2659459e90b81f2894abe1c615597e,perfumery,0.2000,0.0270,0.13500000,13.0000
d566c6f148d426bff95179d7e2e91d61,auto,0.2000,0.0270,0.13500000,5.0000
b19ef0bca7996875a1516b9d14b75883,auto,0.2000,0.0270,0.13500000,5.5000
3c2417f0f42bc3de63d08893b06571e9,toys,0.2000,0.0270,0.13500000,12.0000
43df79876ad10b1a273644d9e177da75,health_beauty,0.2000,0.0270,0.13500000,4.0000
cff8174d451ee47afde02105d11b1758,sports_leisure,0.4100,0.0549,0.13383415,24.0000
40e0e757ad6d3fd9059ffa64b249a12f,sports_leisure,0.3000,0.0400,0.13333333,-24.0000
7e0f1b886ed1dd65930f3b9a30d563d2,health_beauty,0.9000,0.1195,0.13274889,14.5000
f0f3c686ec837b27ec9da08762d85317,auto,0.2000,0.0263,0.13125000,20.6667
b33259c62ad031007e573f29deed2e8c,housewares,0.6000,0.0787,0.13110000,9.0000
ae3d03328881c5565f56b66360a3dc99,toys,0.5000,0.0640,0.12800000,6.0000
40678c9096047877fa74a25cc6f0a726,auto,0.5000,0.0640,0.12800000,20.0000
9373355c0da0bbda1d469b3504731ccb,health_beauty,0.0500,0.0064,0.12800000,28.0000
d4388109703f2b2278192c39946dcbee,sports_leisure,0.3000,0.0378,0.12613333,16.0000
ff0253002f8f3b78103899fc6f6ba120,furniture_decor,0.0500,0.0063,0.12584000,6.0000
c4fe6560e914f2830b4a189e91202c29,sports_leisure,0.4000,0.0500,0.12500000,14.0000
562502b79845deae9bcd86384921a2c5,furniture_decor,0.2000,0.0250,0.12500000,25.7500
75b317dc3a4d186a05953668cb82ec66,housewares,0.3750,0.0468,0.12475733,45.0000
85d8ae64b3b59814a1136254a96f5693,fashion_bags_accessories,0.1500,0.0186,0.12384000,17.0000
ce7186656e3ec080cba4fb895b9b90cf,baby,0.1000,0.0121,0.12100000,14.0000
e691bd0506414e107f3075b13954b2ef,perfumery,0.1000,0.0120,0.12000000,8.3333
a3349ee806d1e1e98d582a2aba5cedcd,bed_bath_table,0.3500,0.0420,0.12000000,4.6667
ba37ce1b5e0638cf45fd59f63ada0093,furniture_decor,0.4000,0.0480,0.12000000,12.0000
8899e549604c83a99da5fd3ec51d955d,cool_stuff,0.2000,0.0240,0.12000000,11.0000
704ef15ed43a28d6d37bf70617ec06ba,construction_tools_safety,0.1000,0.0120,0.12000000,21.0000
70e0c10acc3dd72e17f2136ddb027317,cool_stuff,0.2000,0.0240,0.12000000,8.0000
3d74d787086b0e22ac320ae43b240aea,cool_stuff,0.2000,0.0240,0.12000000,13.9000
3487b8d662448326a09da14416640170,furniture_decor,0.4000,0.0480,0.12000000,1.0000
3522926ae4db640da107ff9102f9c68a,furniture_decor,0.4000,0.0480,0.12000000,7.0000
46e4940f28c9231a801873e62ca55c53,perfumery,0.0500,0.0060,0.12000000,13.4000
0b33e28a934b68a0475650499b9ae509,sports_leisure,0.2500,0.0299,0.11968000,22.0000
081dc33e4b9964d2ffe752a977a29998,home_appliances,0.0500,0.0060,0.11934000,6.5000
0cf39ab2d0f594fe612f81d2d90121e8,home_appliances,0.0500,0.0060,0.11934000,15.0000
7f7e18140feaf2c2e3f17fb65825564d,furniture_decor,0.2500,0.0298,0.11904000,15.0000
ce3331eb40fd5790c4109f40a80df7aa,furniture_decor,0.2000,0.0236,0.11812500,14.0000
b3716b1e3576d3f2f246139d80c67d6a,toys,0.2000,0.0236,0.11812500,8.0000
09258106f546b38b0f817fc3aadf650b,toys,0.2000,0.0236,0.11812500,15.0000
31c954de261f07754040a8fa2529e95f,home_confort,0.2000,0.0236,0.11812500,-13.0000
426f910ccd39ae5e7d55013c466fe343,sports_leisure,0.3500,0.0413,0.11794286,10.0000
b1c565d4fde909a6a6a318c1442b0288,housewares,0.1500,0.0175,0.11666667,2.0000
b3547583f59191a94cb364defe30e9ec,telephony,0.0500,0.0058,0.11664000,14.0000
32ee76b2523aa4225a3417496bc7d5bd,telephony,0.0500,0.0058,0.11664000,19.0000
24c9d329963373e2fccaa3f3204db19e,consoles_games,0.1000,0.0116,0.11592000,7.0000
002c6dab60557c48cfd6c2222ef7fd76,toys,0.3500,0.0405,0.11571429,1.0000
33734acdf5673ba08a01d187f6f4a087,home_appliances,0.5000,0.0564,0.11270000,8.0000
23ec19b685ee9d7d8eea8877cb27cdf9,furniture_decor,0.2000,0.0225,0.11264000,9.0000
981cff5accf28a980a7de3bca3ba9b95,furniture_decor,0.2000,0.0225,0.11264000,9.0000
b05d2b2b1c20296cf580164a3c6e173b,health_beauty,0.0500,0.0056,0.11250000,21.0000
f08e8a22fd29fbb0b2b09c220758575f,health_beauty,0.0500,0.0056,0.11250000,NULL
09c7dc149e2a06a6fe9f873343f240e1,construction_tools_construction,0.0500,0.0055,0.10962000,9.0000
77b5008f271c9f74447191efb065bc28,watches_gifts,0.0600,0.0066,0.10925000,NULL
59c6d60f81179f563785a48de25532b9,musical_instruments,0.1000,0.0108,0.10816000,NULL
f6192c622ef0023ec493f1929d602176,bed_bath_table,0.1000,0.0108,0.10816000,22.0000
e03f4e4044f06ae9349b2f891e614923,fashio_female_clothing,0.5000,0.0540,0.10800000,14.0000
f9a8853f6e322ff0ff068ca9f315b5d5,stationery,0.2500,0.0270,0.10800000,21.0000
e316e505ab5f17bb7fcfed3dcff53a3e,auto,0.2500,0.0270,0.10800000,8.0000
a67862541af347668d69290d8951beeb,housewares,0.2500,0.0270,0.10800000,10.3333
641a45900528e8324c4848dda4e0a3fa,housewares,0.2500,0.0270,0.10800000,10.1667
2245f9825a544daf9adb59c50d0eae03,sports_leisure,0.2500,0.0270,0.10800000,13.0000
53f8db8f4a6f6392208198646fd6de63,housewares,0.0950,0.0102,0.10745263,0.0000
712a72a78ffb66cb6eee87eebbf54519,sports_leisure,0.4000,0.0426,0.10642500,9.0000
d31338a9a593a25d79c8fd461f1602d8,electronics,0.2000,0.0212,0.10602000,13.6667
c2fb26742f8484dbfe9a8d70bdc54025,computers_accessories,0.1000,0.0106,0.10560000,20.0000
abf78d4fed73c782bad7e6ca7a03e7d0,computers_accessories,0.1000,0.0106,0.10560000,11.0000
adf591c625cb265c12bc6749d3a2f757,health_beauty,0.1500,0.0158,0.10560000,11.7000
e7be84ea9462aac5e2b0b08eb35ba7f1,musical_instruments,0.1000,0.0106,0.10560000,16.0000
4ce81153410b379f2ccab68653ca5fe4,furniture_decor,0.4000,0.0421,0.10533750,9.8571
87ceed33e1f7fe39fa06b69c9fdf9e53,computers_accessories,0.0500,0.0052,0.10488000,10.0000
33f6041c8435ede933165b29f240531c,auto,1.0000,0.1047,0.10465200,21.0000
706a5e521711344bfd262cb3f2a77a78,baby,0.2830,0.0296,0.10459364,12.0000
26916902eb5c31bdf6ba01894c3ff7db,auto,0.1500,0.0156,0.10416667,13.0000
de15917c5525c593f2a9747a5c943ee7,pet_shop,0.1500,0.0156,0.10416667,42.0000
b386ba93c190eb3114ed44584a207b10,sports_leisure,0.1500,0.0156,0.10416667,20.0000
a9b9032e79635ad9618808cfdd644c77,sports_leisure,0.1500,0.0156,0.10416667,15.5000
2f280e90c002526eeef2deff70199cc0,perfumery,0.3250,0.0338,0.10387385,6.5000
540a51ebd9cd8f5714698467afc89071,health_beauty,0.2000,0.0207,0.10368000,15.0000
07fe9ffbb84b9d22610d79efb16e81a7,cool_stuff,0.0500,0.0052,0.10350000,4.3000
0e8c1dc0559f4a9a4a9066dc8c56755c,housewares,0.0500,0.0051,0.10208000,15.0000
f58fad95d21fded399cd9a1afec793e6,health_beauty,0.3500,0.0354,0.10116857,20.0000
c7843df62cbb199241a00e90a988aac2,bed_bath_table,0.2500,0.0252,0.10080000,36.0000
6ba64cfa68872d30def59da724cc6ca2,sports_leisure,0.1500,0.0151,0.10044000,55.0000
eb464e3e06e2701a532c9f08a774d0d0,housewares,0.1480,0.0149,0.10033784,13.0000
e8dca0ae20e339a356e9d598fefc3be5,telephony,0.1000,0.0100,0.10000000,26.0000
c4ccc1c24eca33f056b233bb1d73a536,garden_tools,1.2500,0.1250,0.10000000,10.0000
bf53d80c6cb1cbf63ba17e2175d521a5,baby,0.6000,0.0600,0.10000000,1.8571
67b0220f6933de5efaddb9c8e87389b3,sports_leisure,0.1200,0.0120,0.10000000,-1.0000
29781581fb82fe2389560a3a5331d0ee,housewares,0.1500,0.0150,0.10000000,13.0000
39a39074c35b5b8a466c85cf1d5b3387,pet_shop,0.5000,0.0500,0.10000000,2.6667
35c5e00f6a23366ce44aaedc05da015d,sports_leisure,0.1000,0.0100,0.10000000,20.5000
43e6aab5f2602eb0af739f270de920d5,sports_leisure,0.1500,0.0150,0.10000000,11.0000
e717e613d0bde7828d469455c8058172,sports_leisure,0.0500,0.0050,0.09984000,NULL
ffc9d90bae2127e6a6ce6d6654267ebd,sports_leisure,0.3000,0.0299,0.09973333,8.0000
15dc5bc6f0f1e1a0d0255098726060c7,home_comfort_2,0.4250,0.0420,0.09882353,5.0000
50cada320c34c3d63fa8598fdda8e06e,health_beauty,0.2330,0.0229,0.09842060,NULL
683bd50ffed3cafad7195b89d9d5f07d,furniture_decor,0.4000,0.0392,0.09800000,12.0000
49026f19cf3e18f394328d81cba27708,bed_bath_table,0.2000,0.0196,0.09800000,34.0000
5eb0dafaaed0ede2f7957dbbef6a071c,fashion_bags_accessories,0.2880,0.0281,0.09750000,11.0000
d6bd998d3d01aaf250bd790a3dab71ac,bed_bath_table,0.5000,0.0486,0.09715200,15.0000
2a203c7d3cf8a035ba90363e9a9f0810,toys,0.1500,0.0145,0.09660000,9.0000
15c53c3819865dc1083cf45b3b888b43,watches_gifts,0.2800,0.0270,0.09642857,6.0000
0e8850427b0f558b79bc35c9800b6e73,pet_shop,0.5000,0.0481,0.09625600,5.0000
2c6c5761d3367fd186effcf2922d125e,health_beauty,0.0500,0.0048,0.09614000,25.0000
3c39f47a2595ed6989c1357d7926acd8,health_beauty,0.0500,0.0048,0.09614000,11.0000
9b239ddc71920a6c762514e65bd0b810,health_beauty,0.0500,0.0048,0.09614000,3.0000
9091499533100191c6b89d09e43445e8,health_beauty,0.0500,0.0048,0.09614000,16.0000
eaeca85086b0c4f68351e52deb944e16,health_beauty,0.0500,0.0048,0.09614000,20.0000
d7324c6fc32d3b7077415f24e259ed8f,health_beauty,0.0500,0.0048,0.09614000,15.0000
daafec509b3be08be40be8318dcd1b79,bed_bath_table,0.3500,0.0336,0.09600000,2.0000
c667317c8619402c91347027f2dadbce,furniture_decor,0.5000,0.0480,0.09600000,6.0000
43d08d005661de0f514987971512b9fd,bed_bath_table,0.2000,0.0192,0.09600000,14.0000
05e75e2ebb007f6cadbc9925311b014b,furniture_decor,0.5000,0.0480,0.09600000,16.0000
8adde8ed66e628e94f29b9832156ab08,furniture_decor,0.5000,0.0480,0.09600000,11.2500
8ffc89162cccaef5a98a4c0bcd241a0e,furniture_decor,0.5000,0.0480,0.09600000,8.0000
5567c10de36ebd118569fc875d064e1b,furniture_decor,0.5000,0.0480,0.09600000,21.0000
6edc9b56c4c39bdb01f497fa86554003,consoles_games,0.1500,0.0143,0.09533333,11.0000
868766ed2172644fdd977d6bd395a107,toys,0.2500,0.0236,0.09450000,12.0000
e7db781221480388a59e686261772dcd,toys,0.2500,0.0236,0.09450000,-18.0000
30ed98dda461030e31c6751bafe78746,auto,1.1000,0.1037,0.09425818,13.0000
7d8e924f1da646ec896e1c0a80ef2f99,signaling_and_security,0.4000,0.0375,0.09375000,10.8750
6c1942e17a86109a3608f6aac73ccfe5,auto,0.1000,0.0094,0.09375000,17.0000
924260f2993f33c639e6226173f07e8f,food_drink,0.2000,0.0187,0.09355500,NULL
5eae236b07a8c5db6299c7f9c3ba2e6e,food_drink,0.2000,0.0187,0.09355500,NULL
93d452eef7b6b3812ed587d747f0fe72,stationery,0.3500,0.0326,0.09315429,29.0000
63b32c8deb3da0b2420e52ddb3a3dfe4,fashion_bags_accessories,0.2000,0.0186,0.09288000,5.0000
c8912823a1b11a32f009ba6474f8ac72,fashion_bags_accessories,0.2000,0.0186,0.09288000,9.0000
952a2fb95f913c10c33c1e509c7b8d9a,housewares,0.1330,0.0123,0.09263158,10.0000
dc77c9e552aae599c974af32f5a0512e,housewares,0.2000,0.0185,0.09234000,12.0000
ac4a3657d893bc4a404bed0131b265a5,fashion_male_clothing,0.1500,0.0139,0.09234000,17.0000
c3b957b4e1d4cd8d595794d22973cae9,baby,0.3000,0.0276,0.09196000,20.0000
ca1bcde1715f1d903681187ef59e459c,furniture_decor,0.2000,0.0184,0.09187500,16.0000
eee2fb3dceb9ffd8a99dd4bc4b7e860a,computers_accessories,0.1000,0.0091,0.09075000,7.0000
9474f3c0da0c4fd0bdf88cf6ac1b5d04,furniture_decor,0.2000,0.0182,0.09075000,21.6667
32e202f81d83d895e4c8847003bfa07e,signaling_and_security,0.2500,0.0225,0.09013200,11.0000
3467600ef392560b5ff4e484d3a5ed20,books_general_interest,0.4000,0.0360,0.09000000,7.0000
35bd74b6319ba18ae4f30d8b54144fd2,baby,0.2000,0.0180,0.09000000,28.0000
3ead98d9c2d2523708d7c77be6fafcdf,fashion_underwear_beach,0.3000,0.0270,0.09000000,11.0000
41e0c51896d728080432ffa1de66e992,housewares,0.4000,0.0360,0.09000000,8.0000
1848a54b9f28b13e4d94d5bcc77904cc,fashion_underwear_beach,0.3000,0.0270,0.09000000,13.0000
90ed53d34bfcb4fa1e90656068dd04bc,furniture_decor,0.3000,0.0270,0.09000000,13.0000
72d6074ef5c81ec3102b3f2a052c5f49,health_beauty,0.0500,0.0045,0.09000000,16.5000
87d0c9b6b7e52840a7f3d9aa0efb0003,pet_shop,0.2000,0.0180,0.09000000,6.0000
542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,0.4000,0.0360,0.09000000,10.0833
b172c068c89df3cff72554d77bf05a0f,sports_leisure,0.2000,0.0180,0.09000000,13.0000
cc81f952b83d2bdcfbd980e2a7249adf,pet_shop,0.3000,0.0270,0.09000000,17.0000
d245838e3d0b2b51d751ccdc98885a8e,health_beauty,0.0500,0.0045,0.09000000,12.7500
c8dc26795ea2ee96f3fa57453cd7667e,pet_shop,0.3000,0.0270,0.09000000,12.0000
dc82d7e8f99966cb4c641f7ea5590eaf,baby,0.2000,0.0180,0.09000000,28.0000
e2a44ba73fdd5e184c188e4f45e32eec,health_beauty,0.0500,0.0045,0.09000000,8.0000
ecac086eca2f806295b1f43b4f6ca119,fashio_female_clothing,0.6000,0.0540,0.09000000,29.0000
d5536c1422144c4fc6fe001224b21ba8,furniture_decor,3.0000,0.2695,0.08983333,-80.0000
6d2cb25a03acb6dd4e83969a770e772d,pet_shop,0.2000,0.0179,0.08960000,21.0000
dfb8e83d3ad8c5ce34db45b25f755b46,auto,0.1750,0.0156,0.08928571,-13.5000
59c8342a739963404bfe66f292329b15,fashion_bags_accessories,0.7000,0.0619,0.08845714,2.5000
161c9558fccfbf0a9ed72b42285635ec,signaling_and_security,0.4500,0.0396,0.08800000,17.2500
702a14f9c5a93130c3346c4de901d864,sports_leisure,0.2500,0.0220,0.08780800,9.0000
7f0340808fbbaa6d3a3122e72a394795,auto,0.5000,0.0438,0.08750000,26.0000
3d696187f8d3543290f64ba2f7b5db9b,auto,0.1000,0.0088,0.08750000,NULL
b23a6d2e943df2a8248577f6523580ce,computers_accessories,0.3500,0.0306,0.08750000,20.0000
4520766ec412348b8d4caa5e8a18c464,auto,0.0500,0.0044,0.08704000,10.6415
b43ceb87eafb3eb7ceab88d9dd8645af,baby,0.3500,0.0302,0.08640000,1.0000
dd1b2eb34840957a13204dd3dbc588bd,cool_stuff,0.1750,0.0150,0.08571429,10.0000
e4bd268c80d127fbf8757171e8d2b6b9,baby,0.7000,0.0600,0.08571429,11.0000
e61721efa0db661f7cdc3d37663135e0,perfumery,0.7000,0.0600,0.08571429,16.0000
eba9bf6c14ca3ce171d097e358b12973,baby,0.7000,0.0600,0.08571429,13.0000
6ed0ed10d62b45f3de46933b0b2989a6,baby,0.7000,0.0600,0.08571429,14.2222
52198ab6a720304fd80cac19c691a049,health_beauty,0.1500,0.0128,0.08533333,9.0000
4bf1085a4e87e45ed67e38cb78186634,pet_shop,0.1500,0.0128,0.08533333,8.0000
28356035671957110f6f397362711b99,luggage_accessories,0.4500,0.0384,0.08522667,13.5000
e7d26dd6742baca292020c158e6720c3,luggage_accessories,0.4500,0.0384,0.08522667,14.7500
ef13685a6d6c37cf49a2f951deac1c87,housewares,1.5000,0.1278,0.08517600,-13.0000
532940f97b6fcd27c471b66bb2a30e64,cool_stuff,0.5000,0.0426,0.08514000,6.0000
fb5c123fd5aba64397060623b857ff57,baby,0.3290,0.0280,0.08510638,13.0000
687686c6408c9389febfde350b99c82c,furniture_decor,0.5500,0.0467,0.08482909,25.0000
4b271b76eed185fd46be2bf42e1d02f3,market_place,0.2000,0.0169,0.08470000,27.0000
c387662938a589c2bd8d0128c6ce404a,small_appliances,0.4500,0.0381,0.08470000,11.0000
d6fcbd88428353e7eb9584e8cc51afc0,health_beauty,0.1000,0.0084,0.08448000,11.0000
349b69653420b6014582513d4ce6c934,stationery,0.4000,0.0338,0.08448000,45.0000
3ce8dd82296006f1d916291f561c9d36,housewares,0.6000,0.0507,0.08442167,20.0000
bf99dbe84781cda5b1fc4f926d10dc1b,furniture_decor,0.1000,0.0084,0.08424000,NULL
b5b1ef3701c288dedcb700f5cd3061f2,toys,0.2000,0.0168,0.08400000,NULL
96d1c06692244e2fed6e1f9aa9552770,bed_bath_table,0.6250,0.0525,0.08400000,6.6923
7fb7c9580222a2af9eb7a95a6ce85fc5,housewares,0.8250,0.0693,0.08395636,13.1111
