product_category_name_english,product_id,price,num_orders
electronics,8883cd5c3e8ce5ce6ef730ff1d2f249e,669.99,3
telephony,de89f330c497e12d2510c2cd2a48a29f,669.99,5
computers_accessories,34beebdf2b189075548689f23441ad50,669,2
computers,6e263657e75994ff623356f9cff692db,659,5
computers,7446ea3b3fb292b92d443f6a340bb372,650,2
telephony,a56af7192032f295ac582a2d70e4caba,649,6
computers,1f411e9a31196b71ed8438c8254b858e,619.99,12
consoles_games,c7c57beb314dfd634634c758da3eba64,599,2
computers,1e5428c428e0f783acd6e3d94ba4ee2a,599,8
computers,4e11734666acc305a4649de43f0bd181,599,8
computers,7c8e2b381bb0fcba5b368961d7823cd2,599,5
computers,a04087ab6a96ffa041f8a2701a72b616,599,25
audio,9bfc55df037ce3ac01bfd84781adf7e5,598.99,16
computers_accessories,78819ab10b4a44927c832a21c06849e0,580.27,14
computers,e4d6002d3e034177ea1f31aa222cc722,560,2
computers_accessories,caca7a42829960b94895b50412925a0b,553.68,2
computers_accessories,5c478d826b60d0f057579a180fae4b05,551,3
telephony,94b0bb57e5cc458656fd7ae6b806f5a7,549.9,2
computers_accessories,af63237de5e7f1f9c067f7b7c506287e,539,4
computers_accessories,d41e71b34a15f8bc2c7ed84561ebb600,529,2
computers_accessories,738067b78d178e457fa0dc6db5d2cc58,523.19,3
computers_accessories,1945afae0c93166dce1f186d00125695,517.99,3
consoles_games,17c9711cb08dc4757841afc6d4a239d4,516.59,4
computers_accessories,f7944bea06011a56749cb63cb546b89a,509.99,2
consoles_games,b8d682ed9fe73be0d13a38e716573f79,500,5
computers_accessories,774bf54401ea79ee6962d25b605716dc,499.99,5
electronics,b096d990c6b4017851564c895ffa9e44,499,2
computers_accessories,b44cc626aea8d2a65572672cb050c083,499,2
fixed_telephony,46e5995ddd4728e50343ef6bdb45b75f,498.5,5
computers_accessories,7425866c309c057d4a7a4631c78e84d1,487,2
consoles_games,fe31b2791161c24e921f90788d443e1c,482.9,2
audio,13db47eae724e2848e12b71a617a3a41,467,26
computers_accessories,4a351fa3b10c2b78daee983c534c56fd,467,2
consoles_games,c0ac4a89376955451270b960e02209cd,466.99,2
consoles_games,246bb3747799aedac65feef38ac9e734,454,2
consoles_games,431dc11c26a67c6a49e81cee84f35b28,454,4
consoles_games,fd445af3bbca370905733a0bf87b89bd,454,2
consoles_games,ffce5ed9e0bcc2e46796b988cdac733b,454,2
consoles_games,c76c5091f2e4b72771beb812a07ef131,450,2
computers_accessories,e5e4c79bce72fc7476860916c1a9dd18,449,2
computers_accessories,dff20ba2dd059040c0940992753c0a58,439.9,3
consoles_games,9388fcd19f74f595e79b1a302b930bf7,439,3
electronics,19629b1460e380638d4b9263bd31547a,435.55,3
computers_accessories,5a41b34fa72eb9c57130a1e6265b344a,432.49,2
fixed_telephony,44af7e0083e6ebeeeae5da438472d189,419.99,2
computers_accessories,3becff10d1deb92b02f2a1ee62a04524,416.99,4
electronics,802d4aa654f6b24ca4d5bd2c61c0b079,415.99,8
consoles_games,68f6a731b70b2042da9f202d75f7ab2f,415.37,3
telephony,2f178dc91b792930e1ff40a77a123506,399.99,9
telephony,1d8cb1d3317a3090bc73ecde425d334c,399.9,3
consoles_games,bee114927325f4d47e180a4a6ca7c214,399,2
computers_accessories,ed3ad08bb1996a67332591b7b1a6cff1,398.9,2
computers_accessories,93e71b4d65b8153468c4f210b90342a1,396,2
computers_accessories,5524bbd7c991692980702322aa085419,389.9,2
electronics,93342929379a306b944935867076da28,385,2
telephony,254e83d8714765408ae71c07e6a972e0,385,4
electronics,42737e3759311804e830f222c6135e30,379,2
consoles_games,aff4c4ee166f76b66595e0bcfb983d5b,370,3
consoles_games,f15c46e2da924b1fc76fe638911262bc,369,5
telephony,f10f55939660d23138e46c72acb7498b,364.98,5
computers_accessories,32e07fd915822b0765e448c4dd74c828,360,2
consoles_games,baf7a75881d1a6704d6341161009a0cd,359,2
electronics,66b1f09e746c05761bcaccf6339bde8d,359,5
consoles_games,8b21724e123534e3d718d53ae35684e7,358.9,2
electronics,bb9aa579b534cb9d96b38fcac94759b6,356,2
consoles_games,1b3c5b1455f3e42d831fb778055c9e45,355.9,2
computers_accessories,dc85876834143377929cf89f98115506,352.57,4
consoles_games,6e6752783a53e4832b969f1417ca34cf,349.9,4
telephony,f76648d50e1f928a32d5d8559719092f,349.9,2
computers_accessories,b7d2c90f9161dc69fa75d22572003bc4,349,3
computers_accessories,ca86b9fe16e12de698c955aedff0aea2,349,2
consoles_games,04dc26a02c448f6f2b914f01c2902ebd,343.4,11
consoles_games,75f3ef6a5cb0f2d5aeef15925f0ccf69,339.9,6
telephony,296160f1474264a2f1d7e738b999b93c,339.9,2
computers_accessories,5ee52854d55c499ec82dc779c98fa02c,339,2
computers_accessories,6085250f7b172d15b2fd69b85ca4808e,339,2
computers_accessories,32252579a719da7dd2ee115f07dfd03b,335.9,2
computers_accessories,d9545b3e8df3155bca5b302d0f7c3c1c,333.99,4
consoles_games,8abc2d73b55855c07b6888d4b21b3da6,329.9,2
telephony,63f7a4366da7b3a3cb5bd2336ca15f7e,329.22,3
electronics,e940125d0a3c309f58f41cd21e39af06,329,8
computers_accessories,9b20cbe99cd2a76d917fd7c13cc75384,323.18,3
consoles_games,69594b9c8acebfbd1bbc19f782680d4c,320,2
consoles_games,f39a8b27ce90ac582103bf36f09690dd,315,24
telephony,dce3721f89a159fed6ff8b94d7ba32b9,315,4
telephony,03511a5e5d4c3d8ef00f1578e1419800,314.9,6
telephony,17c4bd4269902c84acc14c497f282ddb,309.99,11
telephony,f9cce3e19235fa7d11942f69caaa22c7,309.9,9
computers_accessories,5bec1db1c3f053e422f33b7d8f23adfe,309,5
telephony,47c52f20a2d543f5b49c0b22f0826dfd,304.99,2
computers_accessories,da1ff964ecbb4df51db9322cdf7a4a74,300,5
computers_accessories,1f975d7b550d3ba8161a3c77a3d800a4,299.99,2
computers_accessories,413226ab18680c5c2e79a753f2fccd24,299.99,2
telephony,431d674f9a4fbd0957ecf6ba3fcb6899,299.99,53
electronics,98e0de96ebb0711db1fc3d1bad1a902f,299.9,7
computers_accessories,013e6676e0e3529e5909ff54370daddf,299.9,8
telephony,c1b973e587fd6f4e5aa1fa2c01fc6e59,299.9,3
electronics,9ee22e986a24607377ce379ebda2c666,299,2
computers_accessories,50627d7c3dd43902d64134574befe12f,299,6
computers_accessories,a70f58bd49225ad1d9f199d3766385a8,299,4
telephony,ed71a85647afea9562cd2a14b1ac8622,299,4
consoles_games,22a8168cf1f1c6347da8d29863b7f75e,298.5,7
computers_accessories,752cc72634eb0d850747733e9bd4b0b6,298.13,2
telephony,01da7f08d8327e0b4fab7edaa0c417a4,298,8
computers_accessories,a194f3df8d9270f350891b7454174724,297,2
telephony,45df8892a1d74d2e8f960dc06625fdab,290,13
computers_accessories,587d1beacdb18e5c1f36147edcec3053,289,2
computers_accessories,ecaaaccb5eb3102553f001d62db6389e,288.92,6
computers_accessories,40cb225d40f0acc7c8a2dc7b27176874,287.1,2
consoles_games,1eb85357e22bf0c8c2a6f10eafad8423,285.9,6
consoles_games,48ce12dd2efb6bb7f38a34eb4723c10e,284.9,2
telephony,420921e97463577fd5cc62c687d90bca,283.2,5
computers_accessories,555c681a23ca3d3adaaf1a74122b5bcf,280,2
telephony,6490b9f63b0b595e1c1402b46b0f50ad,279.9,14
computers_accessories,de845f191115e91fadc9624c144488c7,279,7
computers_accessories,dc9471db933efad7bf0ce685380578bd,276.9,22
consoles_games,46670e03948d0e1c2273c88899f27cc7,276.14,2
telephony,deecc62b2db3d87ff4d9fe364fead01f,274.99,6
computers_accessories,8de2f47b78997a49459d4564b093fecc,270,4
computers_accessories,84ecc25f4c77dacc5c0ceb89e09492e9,269.99,2
telephony,58ebe34ff100ca78de11d954b6bede1d,269.9,2
computers_accessories,0798196b28c04c8e543322896c882902,269,9
computers_accessories,1104a5c02e696d89b7d86e6b2e657795,269,2
computers_accessories,4c35791f944cf1550e8ae288b3f9e258,269,2
computers_accessories,4c65515115c33a1c4c21e9b40f85942d,269,2
computers_accessories,9760ff15559ef0855c8aa01c00bd132b,269,2
computers_accessories,a082b482fc9b16657b1702f1b4e8415c,269,2
computers_accessories,d1847c3f994dc0bb4d1248520ecb81f3,269,12
fixed_telephony,777ce6cfb2608acfd20cd07f80094e72,269,2
fixed_telephony,57a1b8771e227c7730164db309106c98,267.5,3
computers_accessories,c75d5edf6cf5302523d622c43a072be0,264.29,4
telephony,6f1b3488c5314b527201978357a8d85f,259.99,14
electronics,2c7f01e4f39f8ca21caddb86374d7b4b,259,3
computers_accessories,392751de4e1e7a915ac4d838c3124f6d,259,2
fixed_telephony,665adf6cc6e09e6a770ba182ea6a50f1,256,6
computers_accessories,6d37e202f4afe0a1539c872d21e45650,255.9,2
computers_accessories,46434aefd24c5d19f7e7baebf97b796d,254.9,2
computers_accessories,234df98e1a567a28c8ff2079fd55198b,250,2
telephony,4f00b2fac67879a28298642092faa414,250,2
computers_accessories,0780ab4d63c3fa0b95d7f17f66a3444c,249.99,2
computers_accessories,9f9d0d6ad3c84f4f0f6748167d2a6dfc,249.99,4
consoles_games,7104eafd29c0b00fe99250034af0d978,249.9,2
electronics,a767d41b71a909a1dd1e969f4b50732c,249.9,4
computers_accessories,65c61dcb0156cdde1a197f99b91488e2,249.5,2
computers_accessories,bd7805f8852673c30434a7cdbda6845d,249.4,2
electronics,3d5813eaa9868b2c0e307e6c536ba492,249,3
electronics,68753ceccf509d2890f329f8d55fce79,249,3
computers_accessories,cf2e64deaefaf68804258d3deef54639,249,2
telephony,afeeea6271148ee1bb15173b8187c431,249,53
computers_accessories,47de5f36ace720b578ca1b30d0b45b8d,248.99,4
computers_accessories,fa4e8255202fd921350a6fc716710dae,248.99,16
telephony,223d34a3d9334039f5ff9511dc044bbb,246.62,28
computers_accessories,1da4de0fa473f8506723c82af7d4cb3b,243.9,2
electronics,15f50a93f26d97e9c940e45271e8c177,243,4
computers_accessories,08857690e7a14a21b4441f8ee2bcaa14,242.01,2
computers_accessories,cdeefdce9704b2a961a01e89b1f19e7b,240.35,8
computers_accessories,d2e8130fbec52f5dac0571ea1993f28a,239.99,13
computers_accessories,0dbda89985ac97cc36d9239d67a1172b,239.9,2
electronics,31b8e7c2a22f3dba5183cc110bdd72f7,239,23
electronics,6de8bea41c968204fa93e4c2016d1bbb,239,5
computers_accessories,5496efb86aea6e3862b6cb394dc020f8,238.81,3
computers_accessories,a0aa27e9f5d02670c0bb803f98863d43,238,2
computers_accessories,e090b9bd2ef7d60d3b0ee3399c79ee3d,235.92,5
consoles_games,dd3575a8c5e2139f680a9816a15c8f2a,235,6
computers_accessories,599dc392f7a23273471b068d72408224,235,2
computers_accessories,662276c22ed1b925786d19da6677e19d,235,3
computers_accessories,41347179516c8b9380040cf54274ff80,234.9,2
electronics,64187b994e1b15e6a59a6f72688fbea8,233,2
telephony,143f3709e0b16bb2f1f5737e74ec15bc,231.54,4
computers_accessories,8ec2aeacda2a58c1e118e8c1ea90c605,230,3
telephony,d5cfc4570ec66c853873c3a7be07e377,229.99,2
electronics,798d1d2a6eb63c4a6a4d2febdd4a0050,229.9,2
electronics,93b498aa80cf4062f0c6636c038141df,229.9,2
computers_accessories,63a8fa4ae2d10ffc0daa5db78ad4ea4f,229.9,8
computers_accessories,6bb8a2ca133656eeb56c714b61e744f0,229.9,2
electronics,0ddb2f7b7b817ea4239bfab24f67f742,229,2
electronics,0f679de41005ce40722b43993df839e0,229,2
telephony,a7c73814e6894bc049f7aac7d37f7175,227.9,10
computers_accessories,a46875fb5b8d19ac3cff18deb9bae57e,225.91,4
computers_accessories,cb2fde4bf22091cf7f7fb9c1944f45bf,225.91,2
computers_accessories,72d68b642dd7c1a360b571d247989e25,225.49,2
computers_accessories,88f723b1cc87199862c31b071276b0f5,224.99,2
consoles_games,5bfcd193eb29c1c8332e2d4ca804d54f,223.9,6
computers_accessories,b07499163c612b591ce1621452672e69,223.87,3
computers_accessories,62d41a80c366aa2d8644e3270adf8440,220.91,18
telephony,6ae3f85f46a37844372252496c77b4d8,219.99,16
consoles_games,1e96e085361f3bf21a06c876982b64f2,219.9,2
computers_accessories,c3f8ee7e05c01c61ab863e336b0f2e5e,219.9,10
audio,96f027a4749058d508f6c1bda657c79d,219,5
consoles_games,0a27cbaaeacef635e4aa37885a1e5e93,219,2
computers_accessories,e256d05115f9eb3766f3ab752132a4e2,219,8
pc_gamer,6727051471a0fc4a0e7737b57bff2549,219,3
telephony,cef9d587c2c31442c9b95eef617db1f4,219,11
computers_accessories,5cde85235c4ae7747e9b48de95178a14,218.36,6
computers_accessories,21e72a490cbe93ed7aa675d2b1ae105a,217.91,2
computers_accessories,54c9eeb3eec23150e817e2048c9c4c31,217.91,3
computers_accessories,b811b7a802d2bc88a918a9b785a6c18a,217.9,3
computers_accessories,7aa1ab866537ff58ef91e90e3df92134,217.01,3
consoles_games,94fb2ab4419d523ecce8e5d56676788d,214.9,5
computers_accessories,27e83703cdd809616f51c1d456314ed7,211.5,4
telephony,fb19ac22e32dfecea21afbdde4b97b5f,211.05,7
consoles_games,1201cfbb572a190305bbefabcec7e7eb,210,2
electronics,e96bb423a08a118a05936e98e8278034,210,2
telephony,711032db75fae9c76c17020aa359a99d,209.99,3
computers_accessories,41d506be95a4196a805249d2a21d5a1d,209.9,2
computers_accessories,43a24e051b37c8e88accdfdeecddb71b,209.9,3
computers_accessories,fa126ff62aae83e37857ad495641c878,209.5,18
computers_accessories,ed5666106b8fb47b57c4b2c5f67a755b,209,5
computers_accessories,2be7c0f7dd57742c970f856ec64bc25e,208,2
computers_accessories,56568aac139eb6a4adcbabb5fbbf8e6c,207.3,4
electronics,0afc71d24fa8b225307f8794e157204a,206,2
computers_accessories,09278667a33779be5996a7df729db8ae,204.5,3
telephony,c24f692e0f20f854c24c31517610ba7c,201.6,2
computers_accessories,fc1449f3ffc59fd2eb9640505aea0581,200.4,16
computers_accessories,159ea658243f5e5c4a18fa69d80adc16,200,3
computers_accessories,88794547776aa78fdd4b28bfd90c6469,199.99,3
computers_accessories,38e24e4d6dbde6523f2ffdfe01ea09ec,199.9,2
computers_accessories,97db532f755c1c66eab401e27f687295,199.9,2
computers_accessories,e81c3966e44d9ffb21a94481be3613d0,199.9,2
telephony,12f3396e4e36112d4155e0c51ee35ed9,199.9,4
computers_accessories,afe60f026d04f54945ecf4c085eff7f5,199.89,3
audio,5026f48060b51abce464cb03e1d92847,199.5,2
electronics,3ce7358fb633d033a700464c6a82e0bb,199,6
computers_accessories,0cb61dc7daa0bf5e31e9ac3ba8fba86e,199,2
computers_accessories,6456fdf43df7d711b98d91fe574e43d4,199,3
computers_accessories,d016a1a4d0898c213be8443b0c99c784,199,4
computers_accessories,d4b5a373a1760ab3e5b3abfbf78d654c,199,3
computers_accessories,ebe4b53f756dfcecfc539faf8ec0df9f,199,5
computers_accessories,f3720bc68555b1bff49b9ffd41b017ac,199,20
computers_accessories,f37d4bcbd21078ef36fd59518e99f045,199,2
telephony,9afaad66aca8b0c79e4f084a89c9c92b,199,15
telephony,ac5bae85a895724330c4acddd581b02b,199,3
telephony,e7cc48a9daff5436f63d3aad9426f28b,199,93
electronics,63bfa27a0cee21fd896dc27f58b6d656,198.9,6
computers_accessories,b192be433004cc1f10b467c0e9ea309b,197.5,35
computers_accessories,544ffb995c65fbbe68f36f36e388dede,197,6
computers_accessories,53db18171eeeead5f0a7ea398054c298,196,6
computers_accessories,b96665121d5d14f5da703d30f116a56c,196,3
computers_accessories,dc2410804cf782c5d87dbcd201b74e9b,196,11
computers_accessories,8d2acb5eb701be18bccec69a070fd23d,195.91,2
computers_accessories,4ac218f276a40201c282dd01401e9bd8,195.9,5
computers_accessories,99b89f140f651db441848081814dd1a1,195.9,11
computers_accessories,b112694f32005c5254383ccf38bfd11f,195.9,3
computers_accessories,bb90206fa281c20f0b4c42a2393b54dd,195.9,23
computers_accessories,34194988e78bc60417003c8a235b8083,195,3
computers_accessories,884fa3cd42986ba480ea2f8ae4e25ff7,195,4
computers_accessories,f5e585e188891ed071253bacfad60820,194.8,4
computers_accessories,eb46bd8f6499638557d2daf6874d14db,193.8,2
computers_accessories,1fa52682d6938b129312ef4cffac1711,190.9,5
computers_accessories,18bbc803715ffa8ec1b58bd3f737fdca,190.32,2
computers_accessories,adb5b8ee8b86e86930bc333c182bbead,189.98,4
electronics,4db7441d0d2cf3d22cb4d95f87d8bf63,189.9,10
electronics,6ab6d9589ae19abcee458918d4779fae,189.9,17
computers_accessories,1ac8f5283525f67f04345f07c167ba80,189.9,3
computers_accessories,6709ad51bf96cce02fa49c31f3d12724,189.9,2
computers_accessories,ed7090839f8e749840a20f1c1cc78717,189.89,6
computers_accessories,43e9543be42b2a2db9d44f3ab4ddd8b7,189.59,4
computers_accessories,305edcc7b46afd87ca6979ed0409fb09,189.4,2
audio,db5efde3ad0cc579b130d71c4b2db522,189,48
computers_accessories,02b7929be620a2f05bb13d0c0e2cbd48,189,2
computers_accessories,05c2523e08c5262f1ee172b332c3ea44,189,3
computers_accessories,1dc7685f4fdb9622d84ae2ec658d5bbf,189,9
computers_accessories,90aaf7f993470e411207adabf5b998b6,189,11
computers_accessories,a3f487d2926f4af42e86454a8ec474c1,189,3
computers_accessories,d5991653e037ccb7af6ed7d94246b249,188.9,103
computers_accessories,6642e66f26b6e23817ada36eeae229bc,188,3
computers_accessories,6bc8dadd7731eae110fe2d177361784c,187,6
computers_accessories,a8a24b2139731e4be5246104224f0633,186.98,6
computers_accessories,3207a174f3e42a042883848bbbf6fdf8,186,2
computers_accessories,fd925ce72399e23cbc5d75e224fc2b57,186,2
computers_accessories,1978f38f6cbdcaf326ecbb4732f9f748,185.89,4
computers_accessories,87cc2aef12eddf0b170234138b0946e0,185.81,18
computers_accessories,8a68c060dbab4ae66aa885e13e1ef7b3,185.1,7
electronics,fb09ab0eb676b60b254250a28fd46e10,185,3
computers_accessories,c4787eeb6ad12f7e301f8a9349404443,184.79,3
computers_accessories,173d5a1b6c4ea4f41aafca840646d240,181.01,9
consoles_games,72031b4bf33aa4f09c67e884dea3873c,180.3,2
computers_accessories,4d7ccacbf7d2dd3e566cf5f149fb92e8,180,2
computers_accessories,99b4367cf2228c8a86922a0649bee6b8,180,5
computers_accessories,bee2e070c39f3dd2f6883a17a5f0da45,180,80
electronics,01cf56cd6138b926a4802d16fc304149,179.93,6
audio,ec2f95440d5e5376e3a25c8106f5ba76,179.9,4
computers_accessories,62f423e57a8c157d3877ee5867d7db88,179.9,14
computers_accessories,c63ea4621680c1b0fca8864c0564bd78,179.9,17
computers_accessories,d6ab9feb6ae6e54819050a46462fcc5a,179.9,3
telephony,5dec0a1a4dd30fb1ac9031f5dc4e2f5e,179.9,2
computers_accessories,793ee3bd01e3ecec7ab94aed9aeee415,179.5,4
electronics,15c30c08ae39469fbf52befff9569adb,179,3
electronics,42f25a7251d847a86c1849731bf166ff,179,10
fixed_telephony,d670c0f6be30a062ebd8f8612ea82d71,178.9,2
consoles_games,241241093bd6986615756b4d8a01de8f,177.99,2
consoles_games,353453049f39e1273c7e57d80bd4d55b,177.99,2
computers_accessories,5a719c85a2cad2da6076ea511aa4023f,177.99,2
computers_accessories,010951987d78f9d52fbf50a43b690ba1,177.9,3
computers_accessories,9c6c775832b5204b41694fcf8ca60aae,177.9,4
computers_accessories,9616caad30917a469d87d2f95cd603cb,177,3
computers_accessories,b40ec43bdfc6d6fdd65e882066a5c895,177,15
computers_accessories,b7d94dc0640c7025dc8e3b46b52d8239,175.91,10
computers_accessories,3ce943997ff85cad84ec6770b35d6bcd,175.9,8
electronics,8ac24e23a102245823e640f485846289,175,3
computers_accessories,b573e2860f2732edf610345956e81bb9,175,4
computers_accessories,0bc26e3e8475d1df57c86c60c3304a27,174.9,4
telephony,6b8d627bee6d96ddc7a0aa203ba07016,174,2
computers_accessories,a630323d497e2acc89574e8b792c6936,173.9,11
computers_accessories,7c6ff274f0411bde88f5df8db5f64693,173,4
computers_accessories,f4d2144023a238288d36db2840a37ea0,170,2
computers_accessories,3006b8f5b476750a03137c1b2755cea1,169.99,15
telephony,6bb340ddddf26fad46161b199d171cdd,169.99,3
electronics,2afd040779d1ce6295b76d092b048066,169,4
computers_accessories,6dec7460535602c112ecd2f96cf2d617,169,2
computers_accessories,ff469d5a015226354ab92a85c8c46537,168.9,2
computers_accessories,65a664671b56435d4b383cdb373f1b94,167,3
computers_accessories,6c90c0f6c2d89eb816b9e205b9d6a36a,165.5,2
computers_accessories,be3eb52ad733d7f7fff631a0cad35e81,165.2,3
computers_accessories,f9bcf9d8e89d012d7dc24fe4de0abd80,164,2
computers_accessories,0d17caa71904fab71aaa37e8a370dc8d,163.73,2
computers_accessories,05fca08b4d54ab5d1d371db7d5534136,161.55,4
computers_accessories,c9fbc1aa8e59ad7525f82fd8a5cb2337,160.9,2
computers_accessories,306e3f4a01df9f621c3b841e21f4018b,160,2
computers_accessories,8db563c3c19d3b3c0a21e2ed918c8618,160,2
computers_accessories,f257199a9546ac00a3af50c7f68cb05e,160,3
computers_accessories,8e71b24c3e25a92fef6176120a67fac7,159.99,3
cine_photo,c5f91783ab6cb187c7182b8e4b8c9047,159,3
telephony,dc387d493524242e32ec63d1073e98f7,159,3
computers_accessories,87ea2f45559e10519513a20b24147316,158.9,7
fixed_telephony,aeecb1d0e5d4d5ccc3fcfe6fe91103b6,158,2
computers_accessories,6e3186505d9f4c946921bd51a5b79742,156,3
electronics,cbdcb07438032e11d74bbb913fbcd8a0,155.5,3
consoles_games,6525c63f855b031e963d95bb3a07e541,155.37,3
computers_accessories,35bc6c77029697004675d3a2ce505916,155,19
computers_accessories,8092fb20e422a961ea52cd441b5a4244,155,4
computers_accessories,8e3eb37785e42b6b3721e459f1bfaaef,155,4
telephony,99e6f14f74a00605ad9cfe8c4bb29385,155,6
electronics,19b7148be60fb48eb30c7eb0431c1a8b,154.99,9
computers_accessories,54d7ad85b648d3cb2b7069ed446d7f35,154.91,23
consoles_games,8ae7db511529da9af9685c9d0375bd82,154.9,5
computers_accessories,4606f0b0bceceb75e7a887e6b57cae3e,154.88,7
consoles_games,83e5adb51c0d54eff80057f064f808d2,154.08,9
electronics,90948d9a060616a06ed14846f7f1749c,154,3
computers_accessories,52d828eb9a52d8cfcc750bd79254b9ec,154,3
tablets_printing_image,301b4cdcb73666033d7c96fcb1fc758d,152.99,3
electronics,4052517cac9e78357d895976124f6972,150,14
telephony,af3c32ffb86784d96ad53372364b9d3d,150,6
consoles_games,eb54d6afabdf1f96c248b81dec8f180f,149.99,8
telephony,63d117fa87d2dff89156e2c9d885dba7,149.99,4
electronics,d10a774b4598f38e0313d45db68008eb,149.9,2
computers_accessories,339dea747edd309d3de1cc833cd28137,149.9,3
computers_accessories,3dd2a17168ec895c781a9191c1e95ad7,149.9,274
computers_accessories,4298b7e67dc399c200662b569563a2b2,149.9,88
computers_accessories,167b4b8c4bd0c401bea62f5e050d70a4,149.87,28
computers_accessories,05a9dadb8402b6b7ae3dd28f7da187b5,149,33
computers_accessories,550dc4417c636abc04c71404342de695,149,15
computers_accessories,93c480c7d11c68ba0a71e850da61b674,149,20
computers_accessories,a4c7e73a8ce075149b5f6592fdd29367,149,8
computers_accessories,d1c427060a0f73f6b889a5c7c61f2ac4,149,343
computers_accessories,739d233784c9f8e12635a19084e90cf5,148.91,2
telephony,873d2aa3911060e77ac89009410aa908,148,3
electronics,1c155a30fb1a2c828c9064cdcb7d2993,147.01,2
electronics,b06f8079f1110e9edb2be867f2296544,145.99,2
computers_accessories,24cdea192c5e345910d4fda8580576bd,145.99,5
computers_accessories,e8b81f90e760cf36a89ecf3b3bf6cf05,145.69,2
computers_accessories,4eea8502d7c2de8da6eea6bc6243b50c,145,8
computers_accessories,85095e161b46d68305c1293b02c27d23,145,4
telephony,9d6580f17a0cba74324ce82874fbbe13,145,6
computers_accessories,870bcc6c58e03ca658cfdd13db4bbe28,144.99,14
electronics,a37d5c6bae47cb27d8701aac7bd0cc3e,144.9,2
